Step,Normal_Reward_Eps_0,Normal_Reward_Eps_0.01,Normal_Reward_Eps_0.1,Binomial_Reward_Eps_0,Binomial_Reward_Eps_0.01,Binomial_Reward_Eps_0.1,Bernoulli_Reward_Eps_0,Bernoulli_Reward_Eps_0.01,Bernoulli_Reward_Eps_0.1,Normal_Opt_Eps_0,Normal_Opt_Eps_0.01,Normal_Opt_Eps_0.1,Binomial_Opt_Eps_0,Binomial_Opt_Eps_0.01,Binomial_Opt_Eps_0.1,Bernoulli_Opt_Eps_0,Bernoulli_Opt_Eps_0.01,Bernoulli_Opt_Eps_0.1
1641,1.5412594310345944,9.196496739827872,9.195627036403096,6.798,9.732,9.394,0.112,0.654,0.688,0.0,0.71,0.92,0.0,0.68,0.876,0.0,0.628,0.892
1642,1.566999762300213,9.122456190444035,9.19888018259546,6.856,9.712,9.248,0.114,0.628,0.666,0.0,0.708,0.936,0.0,0.684,0.872,0.0,0.626,0.886
1643,1.495111263922936,9.194667003638495,9.209202587872914,6.824,9.724,9.282,0.11,0.602,0.704,0.0,0.716,0.916,0.0,0.68,0.88,0.0,0.63,0.896
1644,1.6366629866407258,9.180096530492097,9.174065484831123,6.834,9.688,9.228,0.12,0.602,0.718,0.0,0.698,0.918,0.0,0.678,0.862,0.0,0.63,0.876
1645,1.6073309212348537,9.306722424494676,9.17240595302246,6.84,9.622,9.304,0.104,0.634,0.708,0.0,0.706,0.924,0.0,0.674,0.89,0.0,0.628,0.918
1646,1.5453306335261798,9.204241889266315,9.035803574029234,6.88,9.704,9.486,0.106,0.598,0.74,0.0,0.708,0.892,0.0,0.678,0.91,0.0,0.632,0.916
1647,1.5610973592978907,9.253574507282531,9.103388925933327,6.92,9.712,9.022,0.098,0.634,0.736,0.0,0.714,0.902,0.0,0.676,0.852,0.0,0.63,0.884
1648,1.6118381114549238,9.269081971069323,9.153451770605718,6.932,9.684,9.358,0.116,0.61,0.69,0.0,0.708,0.9,0.0,0.674,0.888,0.0,0.63,0.894
1649,1.5589639500315278,9.29999303159923,9.23792187466031,6.872,9.716,9.16,0.112,0.626,0.69,0.0,0.714,0.922,0.0,0.68,0.87,0.0,0.634,0.884
1650,1.545569672480087,9.223436211126229,9.187666247021953,6.796,9.732,9.214,0.112,0.628,0.692,0.0,0.716,0.926,0.0,0.68,0.864,0.0,0.634,0.892
1651,1.5352280624234995,9.22258934611523,9.167507577058783,6.756,9.752,9.332,0.1,0.63,0.68,0.0,0.708,0.92,0.0,0.684,0.892,0.0,0.63,0.902
1652,1.6464445665440541,9.255608593577891,9.21806176833666,6.804,9.7,9.446,0.102,0.586,0.736,0.0,0.718,0.91,0.0,0.676,0.892,0.0,0.626,0.892
1653,1.5123207517110757,9.199152582858114,9.210936794714677,6.874,9.736,9.362,0.1,0.618,0.666,0.0,0.716,0.908,0.0,0.678,0.892,0.0,0.626,0.904
1654,1.478604002290968,9.313297947494611,9.267989064321837,6.856,9.742,9.392,0.102,0.642,0.666,0.0,0.722,0.93,0.0,0.676,0.88,0.0,0.628,0.89
1655,1.6020085165133584,9.246948104004545,9.13115624653646,6.892,9.678,9.252,0.09,0.614,0.688,0.0,0.718,0.902,0.0,0.67,0.874,0.0,0.624,0.89
1656,1.592235220694561,9.241140899967364,9.258710076168043,6.75,9.712,9.416,0.124,0.622,0.7,0.0,0.716,0.922,0.0,0.676,0.914,0.0,0.624,0.928
1657,1.4716758140367108,9.227613849660298,9.220852714875711,6.816,9.73,9.406,0.124,0.648,0.704,0.0,0.718,0.916,0.0,0.674,0.898,0.0,0.628,0.92
1658,1.5562256134398265,9.289690267374608,9.250437110767342,6.824,9.716,9.226,0.104,0.608,0.698,0.0,0.72,0.914,0.0,0.676,0.864,0.0,0.63,0.896
1659,1.5556588523492865,9.224099082712993,9.271508802648329,6.764,9.698,9.248,0.096,0.63,0.674,0.0,0.718,0.906,0.0,0.676,0.89,0.0,0.628,0.892
1660,1.5642281535259126,9.244188767579667,9.224324931811957,6.826,9.704,9.28,0.098,0.676,0.69,0.0,0.716,0.92,0.0,0.678,0.88,0.0,0.632,0.902
1661,1.6941735345709092,9.219359953808006,9.150961893650802,6.874,9.658,9.386,0.086,0.596,0.746,0.0,0.718,0.904,0.0,0.668,0.904,0.0,0.626,0.916
1662,1.6443414134425896,9.330512360395556,9.19391028431799,6.802,9.684,9.376,0.102,0.608,0.688,0.0,0.716,0.91,0.0,0.674,0.898,0.0,0.634,0.91
1663,1.5318458231070082,9.294847271071106,9.12889672991892,7.012,9.728,9.124,0.076,0.638,0.684,0.0,0.722,0.92,0.0,0.678,0.876,0.0,0.636,0.898
1664,1.5924022539497031,9.28446402389832,9.136544429509787,6.832,9.716,9.406,0.12,0.614,0.708,0.0,0.718,0.906,0.0,0.678,0.888,0.0,0.636,0.906
1665,1.5478333839580678,9.216752368090376,9.132711954794132,6.906,9.67,9.388,0.116,0.654,0.728,0.0,0.712,0.92,0.0,0.676,0.9,0.0,0.64,0.922
1666,1.5451670960526276,9.28257743890546,9.19288588504812,6.866,9.688,9.246,0.088,0.628,0.71,0.0,0.718,0.922,0.0,0.67,0.868,0.0,0.634,0.898
1667,1.6428864461861912,9.241750311451325,9.169635683505552,6.864,9.69,9.212,0.11,0.644,0.726,0.0,0.722,0.906,0.0,0.678,0.858,0.0,0.638,0.884
1668,1.5349066327467866,9.197117404139203,9.21176800977981,6.96,9.702,9.286,0.078,0.628,0.688,0.0,0.718,0.912,0.0,0.68,0.892,0.0,0.636,0.9
1669,1.548961950316077,9.180653527798144,8.978329193679201,6.888,9.7,9.298,0.1,0.664,0.69,0.0,0.712,0.884,0.0,0.678,0.886,0.0,0.634,0.908
1670,1.5405696177146264,9.235647044336611,9.205913980295566,6.842,9.646,9.44,0.086,0.606,0.728,0.0,0.716,0.898,0.0,0.68,0.908,0.0,0.64,0.926
1671,1.623803621125789,9.284752254560432,9.087299217951491,6.818,9.694,9.292,0.108,0.582,0.702,0.0,0.722,0.898,0.0,0.684,0.882,0.0,0.642,0.898
1672,1.5986184046860463,9.19275736328429,9.316696416168371,6.798,9.706,9.428,0.114,0.628,0.694,0.0,0.708,0.936,0.0,0.68,0.902,0.0,0.642,0.912
1673,1.556501948462682,9.29632481645929,9.138311105070647,6.738,9.698,9.16,0.114,0.632,0.706,0.0,0.716,0.912,0.0,0.676,0.872,0.0,0.634,0.884
1674,1.5770889082871766,9.252532680321776,9.23811706843412,6.766,9.646,9.222,0.114,0.624,0.726,0.0,0.722,0.914,0.0,0.672,0.884,0.0,0.628,0.904
1675,1.5388842399474987,9.258274703834184,9.039294772856005,6.854,9.682,9.336,0.096,0.666,0.734,0.0,0.718,0.888,0.0,0.682,0.884,0.0,0.646,0.906
1676,1.4822839504771643,9.307629150453952,9.12776046283078,6.884,9.698,9.272,0.094,0.634,0.7,0.0,0.728,0.894,0.0,0.676,0.884,0.0,0.642,0.894
1677,1.543254289956241,9.278098395928765,9.110179458654667,6.934,9.658,9.412,0.08,0.598,0.712,0.0,0.724,0.91,0.0,0.672,0.904,0.0,0.644,0.924
1678,1.6693692403541316,9.309505595611066,9.12082048278426,6.914,9.68,9.512,0.092,0.632,0.702,0.0,0.722,0.9,0.0,0.672,0.926,0.0,0.636,0.938
1679,1.4497504312682676,9.166955895194201,9.075769939381537,6.824,9.65,9.338,0.104,0.608,0.676,0.0,0.726,0.908,0.0,0.684,0.892,0.0,0.64,0.894
1680,1.537199103395406,9.211642097203764,9.150857480393581,6.938,9.716,9.316,0.098,0.656,0.704,0.0,0.72,0.894,0.0,0.682,0.898,0.0,0.644,0.91
1681,1.559528480782168,9.159370580394333,9.127361285525726,6.84,9.734,9.33,0.1,0.642,0.674,0.0,0.726,0.904,0.0,0.682,0.894,0.0,0.642,0.9
1682,1.5504869198491622,9.207524516906002,9.213924980557755,6.788,9.666,9.36,0.104,0.57,0.714,0.0,0.728,0.922,0.0,0.682,0.894,0.0,0.648,0.916
1683,1.6175470855683058,9.173978937541184,9.203337298090426,6.92,9.682,9.27,0.078,0.652,0.702,0.0,0.728,0.908,0.0,0.678,0.886,0.0,0.636,0.89
1684,1.5553166255134103,9.232869822270782,9.131448817019265,6.968,9.656,9.254,0.104,0.674,0.714,0.0,0.724,0.918,0.0,0.678,0.872,0.0,0.648,0.892
1685,1.5930656812423005,9.17225979344201,9.255358290655435,6.914,9.666,9.318,0.092,0.64,0.732,0.0,0.724,0.916,0.0,0.676,0.888,0.0,0.644,0.9
1686,1.6083286051213979,9.282821887087817,9.221632457259759,6.79,9.694,9.334,0.116,0.652,0.73,0.0,0.73,0.916,0.0,0.674,0.89,0.0,0.646,0.902
1687,1.5361883799656242,9.317434763120943,9.21734957127905,6.846,9.734,9.212,0.106,0.62,0.682,0.0,0.728,0.908,0.0,0.682,0.872,0.0,0.654,0.894
1688,1.5526637229055538,9.313953041326448,9.20175181588247,6.788,9.774,9.43,0.09,0.678,0.69,0.0,0.734,0.93,0.0,0.686,0.92,0.0,0.652,0.932
1689,1.589441859356317,9.134131816331996,9.189318010011021,6.698,9.736,9.196,0.138,0.622,0.704,0.0,0.722,0.914,0.0,0.684,0.876,0.0,0.646,0.89
1690,1.5186732793501074,9.304379678417035,9.042100494642913,6.764,9.684,9.324,0.114,0.618,0.7,0.0,0.724,0.892,0.0,0.676,0.892,0.0,0.642,0.888
1691,1.57781700075244,9.287978618896352,9.021790056038462,6.864,9.696,9.468,0.098,0.65,0.748,0.0,0.73,0.9,0.0,0.674,0.896,0.0,0.644,0.912
1692,1.5983669082704386,9.334133278845462,9.083618689059485,6.914,9.696,9.302,0.09,0.638,0.676,0.0,0.73,0.902,0.0,0.684,0.896,0.0,0.648,0.916
1693,1.5498293803284617,9.24507244496078,9.290657787236823,6.754,9.73,9.262,0.116,0.656,0.706,0.0,0.732,0.93,0.0,0.684,0.88,0.0,0.646,0.888
1694,1.6041095347502161,9.268823144419537,9.253231196598376,6.688,9.674,9.312,0.122,0.67,0.668,0.0,0.728,0.932,0.0,0.684,0.89,0.0,0.65,0.902
1695,1.624878097064679,9.305834497086133,9.253441155952668,6.78,9.706,9.294,0.11,0.642,0.712,0.0,0.73,0.934,0.0,0.682,0.898,0.0,0.646,0.906
1696,1.6050615352998283,9.257477785218727,9.141170504929507,6.82,9.704,9.264,0.11,0.628,0.694,0.0,0.734,0.916,0.0,0.686,0.876,0.0,0.644,0.884
1697,1.5456726959496487,9.302818889824906,9.070533440181087,6.896,9.696,9.244,0.106,0.63,0.656,0.0,0.734,0.906,0.0,0.682,0.87,0.0,0.644,0.878
1698,1.4790730434689887,9.208737252294242,9.093407998146345,6.922,9.704,9.394,0.108,0.64,0.678,0.0,0.73,0.9,0.0,0.684,0.906,0.0,0.644,0.926
1699,1.515664240253086,9.291017697209261,9.097924356037131,6.954,9.696,9.138,0.088,0.638,0.698,0.0,0.73,0.896,0.0,0.68,0.866,0.0,0.646,0.882
1700,1.5710261537241563,9.201058206306211,9.251933979750202,6.722,9.708,9.286,0.108,0.662,0.7,0.0,0.734,0.926,0.0,0.684,0.88,0.0,0.644,0.898
1701,1.6099023930415055,9.322198628985841,9.269188373725422,6.76,9.71,9.19,0.108,0.638,0.68,0.0,0.738,0.902,0.0,0.682,0.876,0.0,0.65,0.888
1702,1.5974329607313036,9.256163003999356,9.215022664718498,6.798,9.672,9.39,0.116,0.658,0.726,0.0,0.738,0.906,0.0,0.68,0.906,0.0,0.646,0.924
1703,1.5472892940114016,9.165565878004301,9.071835335818514,6.9,9.72,9.354,0.082,0.604,0.67,0.0,0.732,0.912,0.0,0.684,0.892,0.0,0.646,0.902
1704,1.5731497740535971,9.230885394632036,9.046325408988105,6.86,9.67,9.28,0.098,0.622,0.704,0.0,0.738,0.896,0.0,0.68,0.88,0.0,0.652,0.898
1705,1.4804190168580351,9.329293579025311,9.134598296333893,6.73,9.732,9.424,0.118,0.64,0.72,0.0,0.734,0.89,0.0,0.682,0.9,0.0,0.646,0.912
1706,1.5451101592336984,9.304451588245653,9.170048046557156,6.748,9.646,9.458,0.104,0.628,0.722,0.0,0.736,0.914,0.0,0.678,0.892,0.0,0.654,0.902
1707,1.5258130558901184,9.298542046252194,9.161497110984469,6.85,9.762,9.198,0.094,0.634,0.704,0.0,0.736,0.91,0.0,0.686,0.874,0.0,0.652,0.896
1708,1.5545955528033255,9.233312462190893,9.29995303760387,6.786,9.604,9.3,0.112,0.648,0.686,0.0,0.732,0.922,0.0,0.678,0.898,0.0,0.648,0.912
1709,1.5048745252601052,9.27764197505882,9.105550839815624,6.75,9.672,9.29,0.098,0.644,0.716,0.0,0.74,0.908,0.0,0.684,0.89,0.0,0.65,0.9
1710,1.5096152423288642,9.350228620444977,9.096178855864764,6.906,9.652,9.272,0.102,0.638,0.73,0.0,0.736,0.906,0.0,0.68,0.89,0.0,0.646,0.912
1711,1.5441909369241757,9.393748424309695,9.237239803507807,6.776,9.648,9.224,0.112,0.618,0.7,0.0,0.734,0.9,0.0,0.682,0.882,0.0,0.652,0.904
1712,1.5426840079732496,9.31158572939497,9.128581507879154,6.864,9.62,9.434,0.094,0.62,0.738,0.0,0.736,0.888,0.0,0.674,0.912,0.0,0.658,0.922
1713,1.575230071300075,9.299051154371268,9.044972344520179,6.928,9.71,9.128,0.098,0.672,0.688,0.0,0.73,0.91,0.0,0.68,0.88,0.0,0.65,0.886
1714,1.564973338637893,9.176533087460829,9.213208015323826,6.928,9.716,9.29,0.1,0.636,0.728,0.0,0.734,0.91,0.0,0.684,0.888,0.0,0.654,0.91
1715,1.585535819646588,9.293535572553408,9.117473884226023,6.768,9.678,9.358,0.118,0.638,0.694,0.0,0.74,0.898,0.0,0.684,0.898,0.0,0.648,0.922
1716,1.4941613501175433,9.27976432897953,9.097364975533853,6.838,9.676,9.212,0.088,0.654,0.684,0.0,0.728,0.896,0.0,0.672,0.882,0.0,0.648,0.898
1717,1.5678929402058126,9.203925541020087,9.199477371701688,6.802,9.774,9.268,0.102,0.664,0.68,0.0,0.728,0.92,0.0,0.69,0.876,0.0,0.656,0.896
1718,1.5382869159923684,9.293334626115223,9.107743768430248,6.898,9.672,9.376,0.094,0.658,0.672,0.0,0.734,0.902,0.0,0.676,0.902,0.0,0.646,0.918
1719,1.545164284970636,9.280437383207767,9.023391650142347,6.752,9.722,9.284,0.108,0.626,0.728,0.0,0.736,0.902,0.0,0.684,0.886,0.0,0.654,0.896
1720,1.5939336193834859,9.276075166088148,9.085519493181703,6.772,9.71,9.34,0.12,0.654,0.688,0.0,0.736,0.89,0.0,0.686,0.892,0.0,0.656,0.898
1721,1.524469643503099,9.331889977821175,9.190227444645751,6.92,9.728,9.4,0.104,0.618,0.714,0.0,0.738,0.91,0.0,0.682,0.898,0.0,0.656,0.916
1722,1.5938701074653367,9.262935776321722,9.121234212713693,6.8,9.74,9.338,0.088,0.66,0.716,0.0,0.734,0.906,0.0,0.686,0.884,0.0,0.656,0.898
1723,1.5486952951805728,9.266453892511477,9.238065711849986,6.664,9.65,9.408,0.122,0.632,0.718,0.0,0.734,0.902,0.0,0.676,0.894,0.0,0.654,0.9
1724,1.6025026992317855,9.21125829238338,9.180396599457087,6.718,9.738,9.314,0.124,0.686,0.702,0.0,0.726,0.89,0.0,0.686,0.89,0.0,0.66,0.9
1725,1.6236440555965674,9.170060082409963,9.118727285277979,6.852,9.722,9.414,0.096,0.634,0.732,0.0,0.728,0.916,0.0,0.684,0.892,0.0,0.654,0.898
1726,1.5403294047459843,9.220397671556317,9.172332342956853,6.684,9.702,9.32,0.13,0.648,0.714,0.0,0.736,0.906,0.0,0.686,0.898,0.0,0.658,0.916
1727,1.5367467113880575,9.242067998108613,9.242785724751469,6.806,9.658,9.454,0.114,0.644,0.744,0.0,0.734,0.922,0.0,0.682,0.9,0.0,0.654,0.914
1728,1.6044548860618535,9.3376238844847,9.165356571963978,6.804,9.69,9.294,0.09,0.648,0.708,0.0,0.734,0.916,0.0,0.68,0.882,0.0,0.658,0.894
1729,1.4839838447331044,9.304263390071249,9.269222478343133,6.87,9.696,9.302,0.1,0.68,0.682,0.0,0.738,0.91,0.0,0.68,0.902,0.0,0.662,0.92
1730,1.5250553778176545,9.19965869521169,9.327613001976342,6.65,9.712,9.346,0.132,0.642,0.738,0.0,0.734,0.92,0.0,0.686,0.888,0.0,0.66,0.914
1731,1.5692878249718232,9.285803119130131,9.130364506352057,6.96,9.678,9.102,0.076,0.628,0.72,0.0,0.734,0.888,0.0,0.672,0.876,0.0,0.66,0.888
1732,1.5494654850849237,9.26455360624969,9.136190612873897,6.746,9.694,9.074,0.106,0.638,0.704,0.0,0.734,0.916,0.0,0.686,0.858,0.0,0.662,0.892
1733,1.5685148402584645,9.325792448275502,9.124014279633396,6.806,9.684,9.292,0.1,0.63,0.69,0.0,0.74,0.908,0.0,0.68,0.888,0.0,0.654,0.898
1734,1.6419739375130904,9.2970992709917,9.129100827661834,6.714,9.646,9.324,0.12,0.598,0.728,0.0,0.742,0.916,0.0,0.68,0.898,0.0,0.646,0.922
1735,1.6379390913006453,9.273487968928478,9.276811190337758,6.912,9.624,9.276,0.074,0.63,0.676,0.0,0.74,0.928,0.0,0.682,0.89,0.0,0.656,0.898
1736,1.5238227066083674,9.190272941911246,9.250527914211757,6.878,9.714,9.268,0.114,0.626,0.702,0.0,0.734,0.912,0.0,0.688,0.882,0.0,0.66,0.894
1737,1.551657072735209,9.25731138868389,9.198049714353838,6.942,9.742,9.292,0.094,0.638,0.728,0.0,0.738,0.914,0.0,0.692,0.888,0.0,0.662,0.906
1738,1.5945796404429111,9.3243166172588,9.247077519688116,6.906,9.698,9.246,0.096,0.632,0.726,0.0,0.738,0.93,0.0,0.69,0.88,0.0,0.66,0.896
1739,1.5865356182580306,9.29690593952062,9.05752797619688,6.836,9.724,9.428,0.11,0.632,0.734,0.0,0.742,0.896,0.0,0.69,0.894,0.0,0.66,0.908
1740,1.54716054320203,9.29509529902879,9.23015834870216,6.848,9.76,9.318,0.118,0.618,0.72,0.0,0.738,0.93,0.0,0.692,0.88,0.0,0.666,0.92
1741,1.6064880578503158,9.267075196687237,9.122656609819911,6.858,9.726,9.464,0.096,0.67,0.766,0.0,0.738,0.906,0.0,0.682,0.908,0.0,0.658,0.93
1742,1.5950165561274368,9.394773459594317,9.075937883795637,6.774,9.738,9.396,0.114,0.606,0.7,0.0,0.738,0.886,0.0,0.688,0.9,0.0,0.66,0.902
1743,1.522259336688375,9.19651984293639,9.207298850204578,6.802,9.676,9.38,0.1,0.6,0.748,0.0,0.732,0.918,0.0,0.682,0.898,0.0,0.658,0.906
1744,1.570763346785462,9.230855668399988,9.174677810944095,6.86,9.682,9.334,0.094,0.626,0.716,0.0,0.736,0.93,0.0,0.686,0.9,0.0,0.656,0.912
1745,1.571279361630503,9.234719869028414,9.16620370925677,6.842,9.762,9.294,0.096,0.612,0.672,0.0,0.742,0.926,0.0,0.694,0.878,0.0,0.662,0.886
1746,1.5121648262372112,9.231844970221351,9.259609382215617,6.874,9.676,9.35,0.098,0.648,0.696,0.0,0.736,0.914,0.0,0.692,0.898,0.0,0.662,0.916
1747,1.6488911495404677,9.27490578005601,9.239053756050495,6.806,9.628,9.23,0.106,0.588,0.738,0.0,0.74,0.91,0.0,0.678,0.888,0.0,0.654,0.908
1748,1.628775727966373,9.330630415125645,9.058512479364618,6.764,9.672,9.33,0.106,0.616,0.69,0.0,0.738,0.868,0.0,0.688,0.894,0.0,0.66,0.912
1749,1.551961007324859,9.246589213519378,9.235100982171849,6.812,9.67,9.43,0.116,0.624,0.746,0.0,0.736,0.922,0.0,0.688,0.91,0.0,0.66,0.926
1750,1.4894345515284404,9.288344663433074,9.113383086595777,6.752,9.682,9.4,0.108,0.618,0.68,0.0,0.742,0.91,0.0,0.686,0.898,0.0,0.662,0.904
1751,1.5676035649906916,9.171773892712105,9.086482477289737,6.934,9.612,9.41,0.108,0.606,0.714,0.0,0.734,0.89,0.0,0.68,0.898,0.0,0.65,0.91
1752,1.5121766389664297,9.254381857672067,9.143460428741815,6.798,9.712,9.394,0.104,0.594,0.714,0.0,0.742,0.924,0.0,0.688,0.894,0.0,0.662,0.91
1753,1.5412187629961882,9.324752385223265,9.242483636474908,6.734,9.658,9.352,0.104,0.644,0.704,0.0,0.742,0.91,0.0,0.684,0.894,0.0,0.654,0.894
1754,1.5309307509221466,9.230730089134966,9.277546578632224,6.868,9.746,9.282,0.1,0.66,0.712,0.0,0.738,0.922,0.0,0.696,0.89,0.0,0.662,0.908
1755,1.5454784426701897,9.335161442143274,9.205576710001248,6.752,9.724,9.318,0.128,0.652,0.654,0.0,0.744,0.924,0.0,0.69,0.888,0.0,0.662,0.888
1756,1.5046868792351034,9.284663361055477,9.021823502688475,6.844,9.632,9.306,0.108,0.624,0.684,0.0,0.744,0.904,0.0,0.682,0.894,0.0,0.65,0.904
1757,1.5800078077903552,9.238311429938603,9.229085339064754,6.812,9.712,9.256,0.082,0.634,0.704,0.0,0.74,0.918,0.0,0.686,0.87,0.0,0.66,0.894
1758,1.5310719182844987,9.334006204635475,9.200503348513479,6.832,9.758,9.322,0.106,0.642,0.688,0.0,0.746,0.904,0.0,0.694,0.892,0.0,0.664,0.908
1759,1.5548593239895834,9.29359676278811,9.044241768350497,6.922,9.724,9.334,0.08,0.618,0.698,0.0,0.74,0.896,0.0,0.688,0.9,0.0,0.66,0.912
1760,1.6315153709985368,9.140896280058337,9.241332774546667,6.784,9.734,9.33,0.112,0.656,0.7,0.0,0.734,0.928,0.0,0.694,0.886,0.0,0.662,0.89
1761,1.4966779040869478,9.24288748470689,9.165571948324914,6.862,9.724,9.26,0.104,0.606,0.678,0.0,0.736,0.898,0.0,0.69,0.888,0.0,0.656,0.902
1762,1.5129609845047447,9.313295998134206,9.28960076496309,6.868,9.744,9.16,0.092,0.678,0.708,0.0,0.738,0.928,0.0,0.696,0.864,0.0,0.662,0.888
1763,1.5581997889776122,9.302326922890234,9.234782733414841,6.906,9.74,9.4,0.094,0.68,0.7,0.0,0.744,0.928,0.0,0.696,0.904,0.0,0.662,0.918
1764,1.4884914068109425,9.278393383156859,9.119057805515244,6.9,9.67,9.334,0.092,0.682,0.684,0.0,0.74,0.916,0.0,0.686,0.884,0.0,0.652,0.906
1765,1.6443482403942724,9.245879203374907,9.139495476483372,6.762,9.702,9.392,0.118,0.618,0.734,0.0,0.74,0.918,0.0,0.688,0.908,0.0,0.656,0.938
1766,1.5540510148642799,9.191422074588191,9.187106088706296,6.824,9.74,9.118,0.094,0.664,0.716,0.0,0.744,0.918,0.0,0.692,0.848,0.0,0.66,0.862
1767,1.5892852815819647,9.178930209848335,9.075257721343792,6.808,9.734,9.24,0.086,0.644,0.73,0.0,0.748,0.902,0.0,0.692,0.876,0.0,0.664,0.884
1768,1.5123555359405982,9.2842970573909,9.117363013042782,6.984,9.692,9.29,0.088,0.644,0.712,0.0,0.748,0.908,0.0,0.69,0.882,0.0,0.664,0.902
1769,1.6112279445487325,9.180108606267984,9.167077095473879,6.814,9.698,9.384,0.102,0.614,0.722,0.0,0.738,0.904,0.0,0.688,0.892,0.0,0.66,0.904
1770,1.5757208684898922,9.324298493375355,9.269241959223185,6.83,9.702,9.364,0.1,0.628,0.72,0.0,0.74,0.93,0.0,0.694,0.9,0.0,0.664,0.918
1771,1.4867793968467902,9.295801442582336,9.156266770875588,6.878,9.746,9.308,0.094,0.664,0.726,0.0,0.748,0.924,0.0,0.694,0.88,0.0,0.664,0.906
1772,1.5858986513109787,9.247290818087315,9.06080520909041,6.832,9.684,9.354,0.108,0.632,0.668,0.0,0.742,0.896,0.0,0.69,0.888,0.0,0.658,0.91
1773,1.5609677455102011,9.266944841561088,9.270063023511634,6.864,9.752,9.286,0.116,0.638,0.728,0.0,0.748,0.934,0.0,0.69,0.9,0.0,0.662,0.914
1774,1.5665494903585944,9.305579171860163,9.224235970865664,6.83,9.75,9.32,0.1,0.636,0.756,0.0,0.748,0.908,0.0,0.696,0.886,0.0,0.664,0.916
1775,1.619439656008123,9.301688844027561,9.171492500925998,6.942,9.698,9.442,0.098,0.656,0.754,0.0,0.746,0.918,0.0,0.69,0.904,0.0,0.66,0.916
1776,1.579033316701007,9.382413098082838,9.188819938863581,6.756,9.768,9.338,0.106,0.626,0.704,0.0,0.748,0.93,0.0,0.696,0.892,0.0,0.666,0.906
1777,1.5631517223908722,9.228197954236684,9.169060516637954,6.832,9.744,9.48,0.106,0.618,0.718,0.0,0.752,0.922,0.0,0.69,0.892,0.0,0.662,0.91
1778,1.6126947815914219,9.303660368987712,9.113576993610558,6.818,9.756,9.216,0.084,0.654,0.722,0.0,0.75,0.91,0.0,0.692,0.878,0.0,0.664,0.898
1779,1.5993151724162173,9.28075884200703,9.246499248509068,6.696,9.752,9.308,0.132,0.658,0.68,0.0,0.746,0.91,0.0,0.698,0.898,0.0,0.67,0.914
1780,1.4941944190634147,9.358373021558355,9.158286205468837,6.84,9.69,9.16,0.104,0.622,0.676,0.0,0.75,0.906,0.0,0.692,0.882,0.0,0.66,0.896
1781,1.5456371628623742,9.189210462650708,9.146809050279654,6.82,9.744,9.226,0.1,0.662,0.71,0.0,0.744,0.912,0.0,0.696,0.874,0.0,0.662,0.896
1782,1.549399789125542,9.296264636917975,9.212902538445682,6.692,9.748,9.362,0.12,0.646,0.706,0.0,0.74,0.906,0.0,0.696,0.89,0.0,0.664,0.902
1783,1.5686102042036096,9.264587869826162,9.16708367608297,6.806,9.698,9.44,0.108,0.654,0.696,0.0,0.746,0.908,0.0,0.696,0.894,0.0,0.664,0.912
1784,1.6101479756921984,9.310400654163198,9.167412472081455,6.73,9.66,9.32,0.108,0.618,0.684,0.0,0.742,0.896,0.0,0.694,0.9,0.0,0.658,0.91
1785,1.5462101372176575,9.313318105534465,9.140223510201189,6.844,9.668,9.268,0.094,0.656,0.726,0.0,0.75,0.908,0.0,0.694,0.88,0.0,0.662,0.896
1786,1.5678383402293592,9.21771594162234,8.994905110218484,6.912,9.742,9.276,0.094,0.658,0.682,0.0,0.754,0.89,0.0,0.698,0.886,0.0,0.666,0.906
1787,1.5461812838588769,9.242281997801461,9.188968567793822,6.834,9.724,9.42,0.098,0.658,0.748,0.0,0.75,0.912,0.0,0.694,0.9,0.0,0.672,0.914
1788,1.5237817422643198,9.308824619013096,9.20468883673132,6.75,9.706,9.242,0.114,0.646,0.7,0.0,0.754,0.91,0.0,0.69,0.88,0.0,0.666,0.906
1789,1.5158287679502458,9.209405160139351,9.177850843664618,6.822,9.71,9.362,0.122,0.648,0.714,0.0,0.75,0.918,0.0,0.698,0.886,0.0,0.67,0.908
1790,1.59117333230808,9.337762807535514,9.228069743666484,6.834,9.638,9.38,0.114,0.63,0.712,0.0,0.75,0.902,0.0,0.694,0.89,0.0,0.66,0.9
1791,1.4825876148348172,9.272655331566678,9.172421136279914,6.854,9.758,9.232,0.098,0.618,0.722,0.0,0.74,0.91,0.0,0.696,0.89,0.0,0.666,0.91
1792,1.545469888214205,9.360313622254049,9.19908487601761,6.798,9.756,9.304,0.11,0.674,0.694,0.0,0.75,0.888,0.0,0.7,0.894,0.0,0.67,0.9
1793,1.5508951939963724,9.357011311557681,9.122933169243884,6.88,9.65,9.442,0.098,0.634,0.726,0.0,0.752,0.912,0.0,0.694,0.902,0.0,0.664,0.906
1794,1.6422897843674555,9.287902740083704,9.253598257277146,6.97,9.73,9.328,0.09,0.666,0.712,0.0,0.754,0.918,0.0,0.7,0.882,0.0,0.664,0.908
1795,1.497246397071701,9.339268790596131,9.074761355493363,6.866,9.716,9.376,0.098,0.626,0.716,0.0,0.754,0.912,0.0,0.696,0.904,0.0,0.664,0.904
1796,1.5070285020319198,9.309096401658861,9.250285817663821,6.788,9.742,9.414,0.11,0.67,0.724,0.0,0.752,0.924,0.0,0.702,0.896,0.0,0.668,0.908
