Step,Normal_Reward_k_0.1,Normal_Reward_k_1,Normal_Reward_k_5,Binomial_Reward_k_0.1,Binomial_Reward_k_1,Binomial_Reward_k_5,Bernoulli_Reward_k_0.1,Bernoulli_Reward_k_1,Bernoulli_Reward_k_5,Normal_Opt_k_0.1,Normal_Opt_k_1,Normal_Opt_k_5,Binomial_Opt_k_0.1,Binomial_Opt_k_1,Binomial_Opt_k_5,Bernoulli_Opt_k_0.1,Bernoulli_Opt_k_1,Bernoulli_Opt_k_5
1229,9.424648878821857,9.510088391061858,9.407512799221298,9.804,9.848,9.744,0.756,0.776,0.522,0.886,1.0,0.906,0.992,1.0,0.948,0.588,0.704,0.248
1230,9.463221492477008,9.520873691626635,9.400365591720584,9.844,9.846,9.788,0.796,0.766,0.542,0.886,1.0,0.912,0.992,1.0,0.958,0.588,0.714,0.252
1231,9.518889514944357,9.63657560026094,9.451780030005011,9.828,9.826,9.764,0.768,0.76,0.566,0.886,1.0,0.916,0.992,1.0,0.952,0.588,0.708,0.242
1232,9.364615168909776,9.610325937509513,9.500636051470522,9.832,9.86,9.8,0.754,0.79,0.544,0.886,0.998,0.924,0.992,0.998,0.962,0.588,0.694,0.252
1233,9.451290089456947,9.662466547300204,9.402396265429042,9.84,9.856,9.752,0.796,0.78,0.56,0.886,1.0,0.92,0.992,1.0,0.948,0.586,0.71,0.264
1234,9.514545966126848,9.575423854736119,9.42464837547453,9.834,9.854,9.752,0.76,0.772,0.524,0.886,0.996,0.93,0.992,1.0,0.954,0.588,0.708,0.23
1235,9.499929132404091,9.61428468278317,9.45824105256164,9.802,9.832,9.818,0.748,0.75,0.574,0.886,1.0,0.92,0.992,1.0,0.97,0.588,0.702,0.272
1236,9.494419870435864,9.569996639355272,9.479265887352112,9.842,9.852,9.796,0.792,0.784,0.546,0.886,0.998,0.92,0.992,1.0,0.976,0.588,0.698,0.238
1237,9.438803816365388,9.551400813821273,9.499815655926147,9.826,9.808,9.754,0.784,0.74,0.562,0.886,0.998,0.952,0.992,1.0,0.954,0.588,0.714,0.26
1238,9.462752232169457,9.498589565428173,9.482566376626613,9.82,9.846,9.764,0.758,0.782,0.546,0.886,1.0,0.936,0.992,1.0,0.96,0.588,0.728,0.254
1239,9.518012406696043,9.62167105729902,9.476269331750512,9.812,9.844,9.762,0.76,0.766,0.5,0.886,0.996,0.95,0.992,1.0,0.958,0.588,0.718,0.23
1240,9.411753953060582,9.631465412551979,9.458521807413463,9.86,9.834,9.762,0.78,0.778,0.498,0.886,1.0,0.956,0.992,1.0,0.968,0.588,0.712,0.238
1241,9.394869436192854,9.654647490742736,9.464390684039847,9.848,9.838,9.734,0.81,0.794,0.564,0.886,0.998,0.95,0.992,0.998,0.94,0.588,0.704,0.246
1242,9.438201809198864,9.514523296077938,9.394645498284879,9.838,9.814,9.798,0.76,0.748,0.54,0.886,0.996,0.934,0.992,1.0,0.97,0.586,0.694,0.24
1243,9.552834984752447,9.580699493767357,9.473964220084722,9.85,9.84,9.804,0.774,0.746,0.55,0.886,1.0,0.91,0.992,0.994,0.962,0.586,0.708,0.244
1244,9.492928705777247,9.624198322931944,9.509982256750183,9.842,9.838,9.76,0.792,0.772,0.55,0.886,1.0,0.932,0.992,0.994,0.962,0.588,0.7,0.232
1245,9.479110996160738,9.560297168269475,9.4280564589007,9.834,9.828,9.796,0.772,0.762,0.56,0.886,1.0,0.93,0.992,0.998,0.956,0.588,0.682,0.242
1246,9.54115759231874,9.640979962479074,9.471457425263852,9.894,9.864,9.764,0.798,0.776,0.556,0.886,1.0,0.914,0.992,0.998,0.954,0.588,0.706,0.228
1247,9.532057124238502,9.519384686688134,9.559579597673224,9.84,9.844,9.786,0.776,0.786,0.562,0.886,1.0,0.938,0.992,0.998,0.962,0.588,0.704,0.242
1248,9.516194224786405,9.517327351577544,9.506827711158351,9.82,9.84,9.788,0.752,0.788,0.544,0.886,1.0,0.938,0.992,0.998,0.956,0.588,0.7,0.252
1249,9.446026296902135,9.478009936874772,9.515219725398545,9.854,9.804,9.784,0.78,0.752,0.558,0.888,1.0,0.938,0.992,0.996,0.95,0.588,0.698,0.25
1250,9.41210011311191,9.590674317638634,9.485852239110624,9.784,9.806,9.756,0.758,0.728,0.536,0.888,1.0,0.932,0.992,0.998,0.942,0.588,0.696,0.234
1251,9.442820329522414,9.556985210938151,9.413128082514746,9.84,9.85,9.786,0.78,0.778,0.568,0.888,1.0,0.932,0.992,0.996,0.968,0.588,0.704,0.284
1252,9.437458544006244,9.602716259197937,9.478247451016836,9.8,9.834,9.81,0.752,0.786,0.556,0.888,1.0,0.936,0.992,0.998,0.962,0.588,0.714,0.232
1253,9.409347522266389,9.58734935320098,9.510003976917938,9.838,9.838,9.78,0.764,0.77,0.592,0.888,1.0,0.93,0.992,0.996,0.958,0.588,0.71,0.294
1254,9.483865301626677,9.509529779219196,9.463372349643345,9.824,9.842,9.772,0.786,0.77,0.566,0.888,0.998,0.93,0.992,0.996,0.96,0.588,0.714,0.236
1255,9.500861882910383,9.5334920453868,9.48556631249166,9.816,9.85,9.776,0.772,0.758,0.568,0.888,0.998,0.942,0.992,0.996,0.956,0.588,0.696,0.31
1256,9.396541325503838,9.581067167034398,9.510412358542819,9.828,9.834,9.78,0.764,0.758,0.526,0.888,0.998,0.934,0.992,0.996,0.954,0.588,0.708,0.25
1257,9.50264008835175,9.549930985829477,9.442731721180483,9.834,9.814,9.778,0.774,0.766,0.514,0.888,0.998,0.95,0.992,0.998,0.966,0.588,0.698,0.254
1258,9.526955735756486,9.493570740211407,9.462150414794609,9.852,9.846,9.752,0.792,0.776,0.578,0.888,0.996,0.912,0.992,0.998,0.952,0.588,0.69,0.26
1259,9.486230079113358,9.574596603421725,9.454387102058652,9.81,9.846,9.76,0.766,0.778,0.546,0.888,0.998,0.92,0.992,0.998,0.948,0.588,0.692,0.252
1260,9.527281030545664,9.588544994021003,9.438984820562982,9.828,9.81,9.788,0.754,0.742,0.578,0.888,1.0,0.918,0.992,1.0,0.966,0.588,0.672,0.22
1261,9.470205978638218,9.599687349364562,9.484827566826826,9.828,9.816,9.754,0.78,0.748,0.546,0.888,1.0,0.938,0.992,1.0,0.954,0.588,0.68,0.248
1262,9.457630591108876,9.543022315295927,9.469453451209036,9.84,9.814,9.792,0.802,0.74,0.524,0.888,1.0,0.928,0.992,0.998,0.968,0.588,0.68,0.216
1263,9.429311080110427,9.552803924019276,9.481245219726201,9.844,9.822,9.784,0.79,0.764,0.556,0.888,1.0,0.936,0.992,1.0,0.958,0.588,0.676,0.26
1264,9.476716703694334,9.53915310895226,9.476522384201438,9.822,9.842,9.812,0.778,0.788,0.58,0.888,1.0,0.936,0.992,0.998,0.968,0.588,0.696,0.238
1265,9.44057842606121,9.59690051983532,9.493388109992182,9.838,9.85,9.786,0.772,0.772,0.562,0.888,1.0,0.938,0.992,1.0,0.962,0.588,0.708,0.244
1266,9.484771564978969,9.549406967763035,9.458056217875088,9.832,9.82,9.75,0.774,0.756,0.558,0.888,0.998,0.912,0.992,1.0,0.946,0.588,0.704,0.256
1267,9.467021489471472,9.57117184672604,9.49644187432657,9.842,9.818,9.782,0.784,0.744,0.57,0.888,0.998,0.918,0.992,1.0,0.964,0.588,0.7,0.25
1268,9.46410946573565,9.576271563127062,9.409103208446076,9.846,9.866,9.768,0.762,0.784,0.548,0.888,0.998,0.93,0.992,1.0,0.96,0.588,0.716,0.242
1269,9.453159647722035,9.542948134749139,9.44353426560039,9.832,9.854,9.798,0.764,0.774,0.51,0.888,0.998,0.916,0.992,1.0,0.968,0.588,0.74,0.248
1270,9.353664247793477,9.540158349119727,9.515487470345768,9.826,9.858,9.776,0.756,0.794,0.514,0.888,0.996,0.912,0.992,1.0,0.958,0.586,0.752,0.234
1271,9.51073602217323,9.513979459736078,9.495156906449774,9.814,9.852,9.782,0.756,0.788,0.578,0.888,0.996,0.918,0.992,1.0,0.95,0.586,0.764,0.29
1272,9.46523898789649,9.545555361957344,9.542702548702076,9.834,9.822,9.756,0.766,0.77,0.596,0.888,1.0,0.92,0.992,1.0,0.956,0.586,0.776,0.27
1273,9.548783469636238,9.513192720272887,9.46196608851601,9.824,9.85,9.74,0.77,0.778,0.502,0.888,0.998,0.922,0.992,1.0,0.95,0.586,0.752,0.226
1274,9.509472031388183,9.593528911621986,9.34124633012919,9.834,9.814,9.8,0.774,0.744,0.54,0.888,0.998,0.916,0.992,1.0,0.958,0.588,0.74,0.248
1275,9.440129528403421,9.526680279302708,9.411511719596723,9.85,9.83,9.762,0.786,0.758,0.538,0.888,0.998,0.926,0.992,1.0,0.962,0.588,0.734,0.248
1276,9.479496754688268,9.51331755201637,9.258308555774379,9.842,9.838,9.78,0.768,0.774,0.54,0.888,1.0,0.922,0.992,1.0,0.956,0.588,0.746,0.252
1277,9.510045521958464,9.613109314771625,9.510453829271905,9.83,9.82,9.77,0.776,0.776,0.576,0.888,1.0,0.924,0.992,0.998,0.958,0.588,0.754,0.23
1278,9.427696806284436,9.51665576123941,9.452528769248266,9.844,9.85,9.82,0.784,0.768,0.518,0.888,1.0,0.932,0.992,1.0,0.966,0.588,0.734,0.238
1279,9.578974982657762,9.551982690262864,9.483089999416627,9.822,9.84,9.746,0.78,0.788,0.504,0.888,1.0,0.938,0.992,1.0,0.962,0.588,0.72,0.258
1280,9.468423331344296,9.57411260508772,9.414224888394543,9.814,9.866,9.776,0.752,0.788,0.56,0.888,0.998,0.924,0.992,0.998,0.952,0.588,0.706,0.276
1281,9.602362872032996,9.609037544475653,9.391228567204783,9.828,9.82,9.812,0.782,0.748,0.54,0.888,1.0,0.916,0.992,1.0,0.966,0.588,0.724,0.256
1282,9.475552030525147,9.584541607913147,9.45518583191394,9.834,9.834,9.782,0.772,0.756,0.554,0.888,0.996,0.916,0.992,1.0,0.962,0.588,0.74,0.262
1283,9.491950937498656,9.59496330235672,9.412687452474295,9.822,9.818,9.778,0.75,0.73,0.546,0.888,0.994,0.92,0.992,1.0,0.954,0.588,0.722,0.248
1284,9.544593040920535,9.639978588477053,9.39401466092403,9.83,9.854,9.798,0.778,0.778,0.602,0.888,0.998,0.922,0.992,0.998,0.942,0.588,0.714,0.276
1285,9.462611809635984,9.480202488168349,9.380796520648088,9.852,9.812,9.792,0.778,0.752,0.564,0.888,0.998,0.924,0.992,0.996,0.948,0.588,0.724,0.218
1286,9.519586201405682,9.524984091277375,9.453729652929349,9.874,9.836,9.794,0.802,0.788,0.55,0.888,0.998,0.896,0.992,0.996,0.958,0.588,0.74,0.272
1287,9.457852599197073,9.590446048910266,9.350565800946978,9.842,9.844,9.766,0.766,0.762,0.574,0.888,0.998,0.928,0.992,1.0,0.956,0.588,0.748,0.258
1288,9.41506469838642,9.551292070724372,9.502430280800656,9.784,9.846,9.734,0.734,0.766,0.536,0.888,0.996,0.93,0.992,1.0,0.958,0.588,0.724,0.248
1289,9.433744814273217,9.471377453774732,9.523524745033024,9.838,9.82,9.774,0.778,0.766,0.578,0.888,0.994,0.92,0.992,0.998,0.962,0.586,0.714,0.282
1290,9.48933459320206,9.555037835698352,9.453153192435266,9.824,9.816,9.838,0.768,0.758,0.576,0.888,0.996,0.902,0.992,1.0,0.962,0.586,0.706,0.248
1291,9.436810950989383,9.485941728713742,9.445839882139106,9.862,9.83,9.77,0.824,0.764,0.566,0.888,0.996,0.93,0.992,1.0,0.958,0.588,0.724,0.24
1292,9.43214133252711,9.503880358753307,9.485920777997663,9.838,9.806,9.788,0.782,0.764,0.592,0.888,1.0,0.93,0.992,1.0,0.958,0.588,0.728,0.232
1293,9.475456941420987,9.45971272408473,9.470570345016341,9.82,9.85,9.778,0.768,0.776,0.558,0.888,0.998,0.93,0.992,0.998,0.946,0.588,0.734,0.25
1294,9.447713098520369,9.489910180993839,9.477659168980498,9.824,9.862,9.784,0.776,0.79,0.55,0.888,0.996,0.934,0.992,1.0,0.962,0.588,0.744,0.252
1295,9.504827681830088,9.497556497638689,9.439022732421511,9.818,9.858,9.756,0.772,0.772,0.528,0.888,0.996,0.948,0.992,1.0,0.958,0.588,0.718,0.25
1296,9.43736515904351,9.529235073238702,9.441213206918995,9.798,9.836,9.786,0.754,0.77,0.574,0.888,1.0,0.916,0.992,1.0,0.974,0.588,0.73,0.27
1297,9.4816858355422,9.5198296712194,9.452479336918753,9.842,9.828,9.774,0.788,0.742,0.546,0.888,1.0,0.93,0.992,0.998,0.972,0.588,0.718,0.256
1298,9.416034405760639,9.47229553068218,9.466512578343275,9.826,9.832,9.782,0.786,0.758,0.556,0.888,0.998,0.944,0.992,0.998,0.966,0.588,0.724,0.234
1299,9.458192664581041,9.558206384574635,9.456950479226661,9.86,9.848,9.79,0.8,0.762,0.566,0.888,1.0,0.92,0.992,1.0,0.958,0.588,0.718,0.276
1300,9.435968122111689,9.53263261079714,9.46463362559826,9.834,9.838,9.79,0.794,0.78,0.548,0.888,0.998,0.904,0.992,1.0,0.952,0.588,0.706,0.222
1301,9.397458314638246,9.52806644192824,9.321342631880274,9.84,9.838,9.714,0.786,0.762,0.562,0.888,1.0,0.912,0.992,1.0,0.936,0.588,0.692,0.28
1302,9.508617357155869,9.671530462071445,9.495302353473487,9.828,9.838,9.77,0.758,0.762,0.542,0.888,0.998,0.93,0.992,1.0,0.962,0.588,0.69,0.25
1303,9.405770594530603,9.487113866964995,9.420018222384147,9.812,9.838,9.744,0.758,0.78,0.54,0.888,1.0,0.926,0.992,0.998,0.952,0.588,0.7,0.224
1304,9.472452195486953,9.572869666987975,9.481979158939627,9.832,9.856,9.76,0.788,0.734,0.548,0.888,0.996,0.922,0.992,1.0,0.956,0.588,0.688,0.26
1305,9.471166534090067,9.604287716257708,9.48053216384156,9.832,9.848,9.772,0.766,0.768,0.536,0.888,1.0,0.948,0.992,1.0,0.97,0.588,0.7,0.238
1306,9.37531190277927,9.545255043503095,9.502440499136794,9.834,9.834,9.724,0.794,0.754,0.512,0.888,0.998,0.94,0.992,0.998,0.956,0.588,0.692,0.21
1307,9.352140903720512,9.5860090800215,9.41572808122152,9.83,9.82,9.778,0.784,0.762,0.56,0.888,1.0,0.92,0.992,0.998,0.976,0.588,0.702,0.29
1308,9.48308085952381,9.519604970972274,9.382665755097216,9.82,9.828,9.784,0.756,0.744,0.574,0.888,1.0,0.924,0.992,1.0,0.968,0.586,0.698,0.254
1309,9.47617147363101,9.458580361026835,9.525285279830904,9.81,9.842,9.798,0.768,0.752,0.53,0.888,1.0,0.938,0.992,1.0,0.966,0.586,0.684,0.24
1310,9.44388297870599,9.554346087521054,9.442546473848218,9.804,9.848,9.778,0.762,0.762,0.562,0.888,1.0,0.936,0.992,1.0,0.964,0.588,0.68,0.278
1311,9.523068236316353,9.63765441961328,9.510938273020955,9.818,9.814,9.772,0.766,0.706,0.562,0.888,1.0,0.946,0.992,1.0,0.96,0.588,0.694,0.26
1312,9.473420467626694,9.534673011379338,9.488606147110016,9.836,9.82,9.78,0.782,0.742,0.536,0.888,1.0,0.934,0.992,0.998,0.958,0.588,0.7,0.252
1313,9.466407405814962,9.509651119012304,9.453450717739187,9.814,9.802,9.778,0.786,0.762,0.564,0.888,1.0,0.916,0.992,1.0,0.962,0.588,0.714,0.254
1314,9.415254295079986,9.640878068699909,9.528966398699986,9.816,9.836,9.762,0.748,0.762,0.528,0.888,1.0,0.93,0.992,0.998,0.942,0.588,0.71,0.21
1315,9.408062994943947,9.555434813308226,9.459974005291675,9.828,9.834,9.758,0.754,0.77,0.522,0.888,1.0,0.93,0.992,0.998,0.944,0.588,0.686,0.232
1316,9.459040400029455,9.580790176195396,9.455210901770144,9.81,9.842,9.772,0.754,0.776,0.554,0.888,0.998,0.92,0.992,1.0,0.952,0.588,0.69,0.24
1317,9.554437815656785,9.534998631400692,9.477406128917599,9.848,9.826,9.77,0.802,0.776,0.584,0.888,0.998,0.92,0.992,0.998,0.954,0.588,0.668,0.278
1318,9.356546345110022,9.524841020771047,9.474218379756222,9.822,9.84,9.768,0.774,0.78,0.534,0.888,1.0,0.938,0.992,0.996,0.96,0.588,0.702,0.236
1319,9.433904667414723,9.534652713488889,9.46905835918746,9.814,9.828,9.798,0.748,0.774,0.566,0.888,1.0,0.934,0.992,0.996,0.974,0.588,0.716,0.288
1320,9.456525705153489,9.572117009774608,9.527611638169828,9.844,9.822,9.796,0.802,0.784,0.586,0.888,1.0,0.946,0.992,0.996,0.966,0.588,0.728,0.268
1321,9.502427387267732,9.536424486715523,9.414861631844264,9.88,9.828,9.816,0.806,0.748,0.546,0.888,1.0,0.93,0.992,0.996,0.974,0.588,0.708,0.23
1322,9.423487505299866,9.577561362658683,9.569635074914261,9.828,9.832,9.73,0.77,0.78,0.542,0.888,1.0,0.934,0.992,0.996,0.944,0.588,0.71,0.242
1323,9.473223022782376,9.488448859706766,9.438903244592954,9.832,9.816,9.778,0.78,0.756,0.522,0.888,0.998,0.938,0.992,0.998,0.942,0.588,0.72,0.272
1324,9.465917312187045,9.55077509970907,9.34242330497287,9.828,9.816,9.754,0.77,0.76,0.538,0.888,0.998,0.932,0.992,0.998,0.952,0.588,0.726,0.22
1325,9.457300854650745,9.566779700425995,9.40429613698721,9.83,9.842,9.786,0.776,0.76,0.544,0.888,1.0,0.922,0.992,0.998,0.956,0.588,0.736,0.232
1326,9.43265636622584,9.620946313022174,9.437155568067054,9.85,9.832,9.77,0.788,0.774,0.572,0.888,0.998,0.942,0.992,0.996,0.952,0.588,0.72,0.274
1327,9.521417339392839,9.544006582555745,9.447845989324572,9.86,9.838,9.778,0.782,0.758,0.554,0.888,1.0,0.934,0.992,0.998,0.954,0.588,0.728,0.226
1328,9.505771959707259,9.62210988648941,9.52982673256797,9.83,9.842,9.732,0.778,0.772,0.534,0.888,1.0,0.94,0.992,1.0,0.952,0.588,0.728,0.228
1329,9.447628601417303,9.605926715436038,9.502130405374807,9.826,9.864,9.74,0.78,0.79,0.544,0.888,1.0,0.93,0.992,0.998,0.954,0.588,0.72,0.236
1330,9.48533371573249,9.546538134940027,9.51761348551262,9.79,9.854,9.784,0.744,0.786,0.548,0.888,1.0,0.93,0.992,1.0,0.962,0.588,0.714,0.25
1331,9.357128397453923,9.63305767904752,9.525391679333923,9.816,9.834,9.752,0.744,0.78,0.54,0.888,0.996,0.918,0.992,0.998,0.972,0.588,0.712,0.248
1332,9.49884019530919,9.525376182626728,9.432498465382121,9.836,9.856,9.798,0.794,0.794,0.592,0.888,0.994,0.916,0.992,1.0,0.978,0.588,0.73,0.26
1333,9.479923602688265,9.525600093287183,9.45626466708436,9.826,9.85,9.812,0.754,0.782,0.546,0.888,0.992,0.916,0.992,1.0,0.974,0.588,0.724,0.222
1334,9.481330629462253,9.569147369691805,9.452673595863077,9.834,9.852,9.722,0.802,0.788,0.548,0.888,0.996,0.896,0.992,0.998,0.948,0.588,0.724,0.254
1335,9.482035248045923,9.493442057364206,9.519530668898229,9.79,9.818,9.784,0.736,0.742,0.54,0.888,0.996,0.924,0.992,0.996,0.974,0.588,0.714,0.248
1336,9.48602428494827,9.582504528783243,9.427312443110392,9.798,9.846,9.76,0.738,0.778,0.534,0.888,0.996,0.922,0.992,0.998,0.966,0.588,0.712,0.23
1337,9.433112229397983,9.638414287491825,9.436855440835332,9.858,9.83,9.8,0.816,0.77,0.518,0.888,0.996,0.924,0.992,0.998,0.96,0.588,0.712,0.262
1338,9.440004400308972,9.516524433721465,9.52194995414706,9.842,9.794,9.782,0.788,0.74,0.596,0.888,0.992,0.924,0.992,1.0,0.954,0.588,0.71,0.274
1339,9.493203938294604,9.604822056260211,9.437958754544843,9.802,9.822,9.728,0.74,0.758,0.55,0.888,0.996,0.928,0.992,1.0,0.954,0.588,0.704,0.262
1340,9.413821532420751,9.588959222901146,9.542895636227948,9.842,9.814,9.784,0.778,0.766,0.512,0.888,0.996,0.924,0.992,0.998,0.952,0.588,0.69,0.222
1341,9.473563314914765,9.503396295069756,9.486245734804497,9.83,9.844,9.772,0.77,0.742,0.558,0.888,0.996,0.938,0.992,1.0,0.96,0.588,0.674,0.278
1342,9.377353732446124,9.769655438148114,9.503582414384878,9.87,9.84,9.756,0.806,0.784,0.548,0.888,0.998,0.928,0.992,1.0,0.944,0.588,0.678,0.236
1343,9.442516160115368,9.553303242057925,9.391571837083847,9.834,9.818,9.814,0.77,0.756,0.552,0.888,0.998,0.944,0.992,1.0,0.97,0.588,0.692,0.272
1344,9.510749644168566,9.618331720856283,9.438438857695902,9.826,9.836,9.78,0.756,0.758,0.548,0.888,0.994,0.942,0.992,1.0,0.966,0.588,0.68,0.268
1345,9.488692881607339,9.512873644052213,9.473634132720154,9.822,9.838,9.766,0.766,0.792,0.588,0.888,0.998,0.938,0.992,1.0,0.96,0.588,0.684,0.274
1346,9.462557411624474,9.55606111347562,9.44654876113788,9.824,9.836,9.796,0.762,0.74,0.568,0.888,0.996,0.926,0.992,1.0,0.964,0.588,0.68,0.256
1347,9.453473748092614,9.512392298002764,9.472991109765335,9.812,9.826,9.742,0.724,0.77,0.56,0.888,0.996,0.914,0.992,0.998,0.96,0.588,0.68,0.238
1348,9.468277236801487,9.464897208821005,9.448823887526371,9.822,9.842,9.794,0.802,0.756,0.566,0.888,0.998,0.944,0.992,1.0,0.974,0.588,0.668,0.234
1349,9.535538138692132,9.552193168682228,9.47340080361701,9.818,9.84,9.83,0.764,0.778,0.572,0.888,0.996,0.938,0.992,1.0,0.982,0.588,0.686,0.288
1350,9.482877705585135,9.523747524070453,9.477258144743878,9.834,9.852,9.802,0.792,0.768,0.592,0.888,0.998,0.94,0.992,1.0,0.974,0.588,0.67,0.27
1351,9.499805558578494,9.551650512899126,9.51864728250969,9.798,9.824,9.788,0.744,0.768,0.542,0.888,0.998,0.942,0.992,0.998,0.976,0.588,0.692,0.24
1352,9.458106669981566,9.517913159928316,9.528084395798938,9.814,9.834,9.776,0.74,0.75,0.574,0.888,0.998,0.93,0.992,0.998,0.968,0.588,0.686,0.266
1353,9.39248256676413,9.542907235979976,9.43116433775868,9.822,9.836,9.716,0.754,0.756,0.572,0.888,0.996,0.94,0.992,1.0,0.952,0.588,0.682,0.256
1354,9.486654666967436,9.572950825861856,9.456156792576554,9.842,9.822,9.748,0.794,0.764,0.562,0.888,1.0,0.918,0.992,0.998,0.958,0.588,0.716,0.246
1355,9.496501250048503,9.5084827629112,9.461586912525057,9.842,9.856,9.792,0.778,0.78,0.528,0.888,0.996,0.934,0.992,1.0,0.97,0.588,0.718,0.222
1356,9.481929594632057,9.498768194298142,9.431902940683008,9.808,9.836,9.796,0.736,0.786,0.576,0.888,0.998,0.932,0.992,1.0,0.962,0.588,0.712,0.254
1357,9.454417619046898,9.544422135687878,9.569281195904605,9.824,9.828,9.728,0.778,0.752,0.598,0.888,0.998,0.946,0.992,1.0,0.96,0.588,0.688,0.244
1358,9.511751878839673,9.531794057999429,9.477073765406347,9.836,9.842,9.79,0.762,0.766,0.578,0.888,1.0,0.916,0.992,1.0,0.972,0.588,0.686,0.25
1359,9.510983744043138,9.645955598338768,9.473051311522795,9.816,9.838,9.726,0.756,0.754,0.542,0.888,0.998,0.928,0.992,1.0,0.97,0.588,0.696,0.236
1360,9.533801684002162,9.502769442471282,9.440639205954406,9.834,9.838,9.72,0.774,0.786,0.524,0.888,0.996,0.926,0.992,0.998,0.954,0.588,0.698,0.246
1361,9.505814573133472,9.56980856206567,9.468813078686656,9.804,9.784,9.766,0.748,0.74,0.586,0.888,0.996,0.94,0.992,0.998,0.958,0.588,0.7,0.23
1362,9.486467652044494,9.492848825064248,9.443533814854842,9.846,9.838,9.788,0.788,0.764,0.55,0.888,0.998,0.942,0.992,1.0,0.95,0.588,0.706,0.274
1363,9.448784565120203,9.487128292572788,9.370950897547702,9.85,9.852,9.784,0.808,0.768,0.534,0.888,0.996,0.908,0.992,1.0,0.96,0.588,0.726,0.224
1364,9.510589581923384,9.525937543121511,9.593054479516528,9.796,9.842,9.748,0.75,0.778,0.55,0.888,0.998,0.936,0.992,0.998,0.956,0.588,0.71,0.268
1365,9.430978738816545,9.515076890531883,9.484958657125157,9.84,9.808,9.758,0.796,0.752,0.602,0.888,0.998,0.936,0.992,0.998,0.944,0.588,0.712,0.224
1366,9.545522091360185,9.522481621270869,9.498684886063199,9.838,9.856,9.7,0.768,0.78,0.564,0.888,1.0,0.938,0.992,0.994,0.94,0.588,0.688,0.25
1367,9.483002779574377,9.599264932134508,9.455654985256746,9.832,9.866,9.744,0.762,0.766,0.564,0.888,1.0,0.936,0.992,0.998,0.948,0.59,0.692,0.29
1368,9.44377823089582,9.582228469787893,9.39628449257618,9.838,9.838,9.776,0.774,0.78,0.544,0.888,0.998,0.94,0.992,0.998,0.974,0.59,0.714,0.278
1369,9.446037946419517,9.543902802420167,9.478777467077872,9.814,9.854,9.794,0.762,0.804,0.542,0.888,0.998,0.944,0.992,0.996,0.966,0.59,0.716,0.264
1370,9.488584608982418,9.546009909215657,9.449376061842182,9.846,9.798,9.762,0.792,0.742,0.572,0.888,1.0,0.948,0.992,0.998,0.952,0.59,0.716,0.264
1371,9.48080735508319,9.56653458945594,9.362221240254891,9.788,9.862,9.764,0.734,0.796,0.556,0.888,0.998,0.934,0.992,0.996,0.964,0.59,0.712,0.27
1372,9.57257807035714,9.61873931977114,9.433607623026191,9.836,9.832,9.756,0.786,0.758,0.564,0.888,0.998,0.944,0.992,0.998,0.962,0.59,0.714,0.238
1373,9.43211893044839,9.548483176980339,9.449416868005843,9.8,9.852,9.76,0.764,0.768,0.524,0.888,0.994,0.918,0.992,0.998,0.962,0.59,0.694,0.234
1374,9.440708564749524,9.550506409617475,9.43474983835091,9.838,9.828,9.734,0.782,0.744,0.558,0.888,0.998,0.926,0.992,0.998,0.946,0.588,0.714,0.258
1375,9.414546768786323,9.586123505105578,9.46841211640704,9.864,9.848,9.762,0.804,0.766,0.546,0.888,0.996,0.942,0.992,1.0,0.962,0.588,0.72,0.224
1376,9.47497271964647,9.570005145132452,9.472541546549422,9.83,9.832,9.746,0.77,0.75,0.542,0.888,1.0,0.938,0.992,0.996,0.974,0.588,0.704,0.206
1377,9.46154791467121,9.498382430124835,9.451024442601703,9.81,9.836,9.704,0.74,0.764,0.59,0.888,0.996,0.93,0.992,1.0,0.956,0.588,0.71,0.278
1378,9.493703323437412,9.543233903055835,9.42001841479852,9.852,9.854,9.774,0.802,0.776,0.562,0.888,1.0,0.932,0.992,1.0,0.958,0.588,0.73,0.244
1379,9.48134320401929,9.54921194191522,9.40462922472579,9.852,9.836,9.718,0.794,0.774,0.59,0.888,1.0,0.922,0.992,1.0,0.952,0.588,0.732,0.248
1380,9.503306158852519,9.557775102704376,9.36709230555096,9.866,9.844,9.732,0.818,0.79,0.536,0.888,0.998,0.932,0.992,1.0,0.95,0.588,0.736,0.26
1381,9.521703083825875,9.55280498460287,9.513834096669141,9.83,9.85,9.734,0.788,0.77,0.592,0.888,0.996,0.944,0.992,1.0,0.952,0.588,0.736,0.224
1382,9.496252986192273,9.51912994987133,9.5031042803585,9.828,9.824,9.704,0.778,0.78,0.596,0.888,1.0,0.946,0.992,0.998,0.942,0.588,0.738,0.312
1383,9.489826255043274,9.55552089597266,9.476366814189916,9.802,9.828,9.69,0.768,0.78,0.524,0.888,1.0,0.92,0.992,0.998,0.946,0.588,0.728,0.22
