Step,Normal_Reward_Tau_0.1,Normal_Reward_Tau_1,Normal_Reward_Tau_5,Binomial_Reward_Tau_0.1,Binomial_Reward_Tau_1,Binomial_Reward_Tau_5,Bernoulli_Reward_Tau_0.1,Bernoulli_Reward_Tau_1,Bernoulli_Reward_Tau_5,Normal_Opt_Tau_0.1,Normal_Opt_Tau_1,Normal_Opt_Tau_5,Binomial_Opt_Tau_0.1,Binomial_Opt_Tau_1,Binomial_Opt_Tau_5,Bernoulli_Opt_Tau_0.1,Bernoulli_Opt_Tau_1,Bernoulli_Opt_Tau_5
551,5.582751509446338,8.43607003468712,7.004726615052905,5.718,8.272,6.368,0.904,0.586,0.504,0.09,0.328,0.196,0.112,0.35,0.158,0.378,0.162,0.096
552,5.559569119787555,8.521486241564425,6.984064320906947,5.868,8.324,6.522,0.888,0.622,0.516,0.09,0.326,0.18,0.112,0.372,0.184,0.368,0.162,0.112
553,5.576155526722333,8.478347196545668,7.073269966085808,5.762,8.284,6.338,0.91,0.608,0.526,0.09,0.332,0.238,0.112,0.372,0.164,0.374,0.158,0.116
554,5.566751955960327,8.394438332498085,7.0987225759171375,5.782,8.27,6.634,0.918,0.6,0.524,0.09,0.328,0.202,0.112,0.356,0.196,0.376,0.176,0.108
555,5.63675409729314,8.51299862897855,6.921209779964545,5.83,8.234,6.478,0.902,0.592,0.556,0.09,0.336,0.198,0.112,0.36,0.164,0.374,0.138,0.12
556,5.6166579754848565,8.471686136880654,7.0427335148493615,5.694,8.22,6.55,0.912,0.598,0.534,0.09,0.34,0.218,0.112,0.342,0.168,0.376,0.162,0.122
557,5.580049443995381,8.449490120886717,7.0751011672454185,5.834,8.344,6.394,0.926,0.604,0.486,0.09,0.33,0.186,0.112,0.354,0.168,0.37,0.164,0.088
558,5.566692533705081,8.397324681139896,6.938770629676097,5.8,8.184,6.436,0.936,0.63,0.466,0.09,0.334,0.198,0.112,0.362,0.184,0.37,0.19,0.09
559,5.567170465805259,8.269073669382092,7.012175553975907,5.788,8.106,6.352,0.908,0.594,0.532,0.09,0.322,0.2,0.112,0.354,0.196,0.372,0.158,0.098
560,5.517727926427408,8.368155189024138,6.795943569928383,5.758,8.144,6.434,0.922,0.572,0.524,0.09,0.336,0.168,0.112,0.36,0.174,0.372,0.15,0.094
561,5.566860578665858,8.538857902063043,7.195227574141454,5.79,8.294,6.468,0.908,0.626,0.526,0.09,0.33,0.192,0.112,0.37,0.168,0.366,0.166,0.12
562,5.569266515635829,8.471798119828863,6.863093766631686,5.798,8.212,6.562,0.902,0.616,0.466,0.09,0.326,0.212,0.112,0.356,0.198,0.374,0.17,0.092
563,5.520738652565077,8.455959531849802,6.941735176116891,5.714,8.258,6.462,0.894,0.596,0.596,0.09,0.324,0.21,0.112,0.338,0.164,0.364,0.138,0.104
564,5.597210722050993,8.53491118658871,6.967800429210115,5.79,8.298,6.724,0.928,0.608,0.518,0.09,0.334,0.206,0.112,0.372,0.208,0.374,0.154,0.12
565,5.623686518402631,8.395830933505826,6.9524506757926305,5.644,8.256,6.444,0.926,0.626,0.512,0.09,0.334,0.206,0.112,0.362,0.2,0.368,0.16,0.134
566,5.4926158497805835,8.418046804848215,6.938572612088907,5.744,8.274,6.532,0.926,0.568,0.562,0.09,0.326,0.186,0.112,0.364,0.18,0.368,0.158,0.134
567,5.563236290811684,8.352128471825091,7.02920814528766,5.778,8.158,6.418,0.914,0.59,0.512,0.09,0.324,0.182,0.112,0.358,0.17,0.378,0.148,0.11
568,5.54939297218975,8.487478682827472,7.105198274049434,5.706,8.248,6.65,0.916,0.63,0.526,0.09,0.32,0.202,0.112,0.356,0.214,0.366,0.136,0.106
569,5.588558478112577,8.429591879134295,6.840275340334021,5.832,8.146,6.38,0.902,0.62,0.564,0.09,0.326,0.156,0.112,0.354,0.158,0.366,0.17,0.098
570,5.555030437446489,8.363691842415122,6.9314200027607855,5.882,8.192,6.75,0.912,0.6,0.528,0.09,0.324,0.182,0.112,0.372,0.184,0.374,0.146,0.16
571,5.541148397820675,8.37956091720472,6.981970715200975,5.702,8.262,6.498,0.908,0.62,0.546,0.09,0.328,0.156,0.112,0.364,0.188,0.378,0.122,0.108
572,5.58685338621885,8.440427338714011,7.011233467468262,5.758,8.286,6.572,0.916,0.608,0.506,0.09,0.344,0.172,0.112,0.356,0.184,0.374,0.132,0.112
573,5.588108370725845,8.453878844315389,7.072669177416525,5.834,8.232,6.506,0.912,0.608,0.556,0.09,0.326,0.19,0.112,0.374,0.174,0.372,0.152,0.116
574,5.623006379539689,8.38419274991295,7.037846428319332,5.834,8.218,6.42,0.914,0.588,0.524,0.09,0.33,0.208,0.112,0.37,0.17,0.374,0.132,0.106
575,5.61538603670384,8.37050481452004,6.913081966920656,5.848,8.254,6.294,0.918,0.624,0.538,0.09,0.33,0.194,0.112,0.362,0.15,0.374,0.186,0.12
576,5.478253620845385,8.40696219195818,7.042253549808392,5.738,8.286,6.554,0.922,0.604,0.524,0.09,0.342,0.194,0.112,0.368,0.204,0.378,0.158,0.12
577,5.606108465194643,8.451022149618316,6.943084530579025,5.806,8.15,6.378,0.928,0.606,0.504,0.09,0.324,0.168,0.112,0.362,0.174,0.37,0.154,0.104
578,5.534337255909982,8.387599738199219,7.073600439134362,5.784,8.214,6.448,0.918,0.596,0.55,0.09,0.324,0.19,0.112,0.38,0.164,0.38,0.158,0.13
579,5.651077615491077,8.444797591821724,7.1162865158596285,5.848,8.244,6.43,0.912,0.592,0.566,0.09,0.336,0.21,0.112,0.366,0.176,0.368,0.168,0.118
580,5.700601785382836,8.435068192650052,6.885766697091578,5.834,8.184,6.738,0.918,0.626,0.506,0.09,0.324,0.182,0.112,0.354,0.2,0.368,0.162,0.098
581,5.5730556335261,8.484608585021318,6.8175913141504045,5.788,8.236,6.286,0.904,0.6,0.548,0.09,0.334,0.166,0.112,0.366,0.162,0.372,0.126,0.088
582,5.59713018109494,8.416500337762665,7.083705442909564,5.818,8.28,6.334,0.928,0.6,0.522,0.09,0.324,0.208,0.112,0.376,0.182,0.38,0.16,0.118
583,5.585664116029535,8.469778098562356,6.94144004212452,5.876,8.172,6.554,0.926,0.622,0.52,0.09,0.328,0.19,0.112,0.352,0.184,0.376,0.178,0.088
584,5.609679588663367,8.511032258074254,6.866385170509634,5.934,8.224,6.584,0.918,0.59,0.498,0.09,0.322,0.168,0.112,0.376,0.198,0.376,0.152,0.098
585,5.506662212468823,8.335211591997906,7.104220134789299,5.754,8.152,6.436,0.918,0.58,0.516,0.09,0.336,0.204,0.112,0.36,0.162,0.378,0.14,0.112
586,5.618852354146755,8.457220500444171,6.858851529913913,5.968,8.21,6.312,0.9,0.63,0.528,0.09,0.342,0.172,0.112,0.364,0.172,0.366,0.154,0.104
587,5.561467664936201,8.440120066378713,6.870455861467871,5.746,8.224,6.388,0.908,0.618,0.474,0.09,0.332,0.166,0.112,0.35,0.168,0.376,0.146,0.094
588,5.558498389801693,8.438575593140925,6.987245679388254,5.934,8.318,6.506,0.908,0.614,0.55,0.09,0.336,0.2,0.112,0.356,0.198,0.378,0.138,0.096
589,5.534265245328365,8.330976283285118,6.851767270136229,5.828,8.166,6.576,0.912,0.606,0.53,0.09,0.326,0.154,0.112,0.364,0.182,0.37,0.16,0.088
590,5.570961722073557,8.446283766028268,7.062071600653069,5.896,8.248,6.586,0.904,0.596,0.542,0.09,0.342,0.216,0.112,0.366,0.184,0.368,0.166,0.13
591,5.552595471439086,8.529903067217685,6.969530477214907,5.762,8.272,6.268,0.926,0.632,0.518,0.09,0.33,0.186,0.112,0.37,0.152,0.37,0.162,0.108
592,5.582610997178742,8.464209240123434,7.092265056297441,5.896,8.258,6.474,0.922,0.616,0.504,0.09,0.328,0.188,0.112,0.37,0.196,0.37,0.16,0.094
593,5.513427382096685,8.494066330156834,6.872427553426435,5.86,8.17,6.418,0.906,0.62,0.554,0.09,0.326,0.2,0.112,0.364,0.182,0.376,0.128,0.122
594,5.6423354028111,8.391162170261838,7.012403099195769,5.816,8.244,6.498,0.932,0.576,0.524,0.09,0.338,0.212,0.112,0.364,0.15,0.374,0.176,0.102
595,5.529786375876819,8.477947338927141,7.016989302734299,5.794,8.19,6.52,0.924,0.59,0.54,0.09,0.334,0.198,0.112,0.374,0.186,0.38,0.146,0.12
596,5.532933029872735,8.41225127208208,6.928003859842083,5.914,8.176,6.47,0.916,0.63,0.54,0.09,0.326,0.178,0.112,0.36,0.18,0.378,0.168,0.128
597,5.548157011010213,8.375399378142042,7.158867583516805,5.852,8.262,6.47,0.894,0.6,0.506,0.09,0.336,0.214,0.112,0.354,0.182,0.372,0.158,0.088
598,5.619518528302974,8.514933307571633,6.893810865396268,5.74,8.322,6.444,0.938,0.624,0.542,0.09,0.334,0.142,0.112,0.364,0.174,0.374,0.144,0.108
599,5.656980302436178,8.440479151791818,7.039155238819094,5.75,8.278,6.62,0.904,0.626,0.508,0.09,0.338,0.164,0.112,0.366,0.176,0.362,0.176,0.108
600,5.6186588399035795,8.407323715904568,6.998712026533615,5.774,8.208,6.558,0.908,0.628,0.49,0.09,0.336,0.16,0.112,0.372,0.174,0.372,0.182,0.122
601,5.636517760585796,8.505636231642427,6.766800126968861,5.79,8.112,6.48,0.902,0.6,0.502,0.09,0.332,0.162,0.112,0.346,0.186,0.376,0.154,0.112
602,5.585232370591534,8.42491009115299,7.047821769000898,5.7,8.336,6.57,0.916,0.64,0.546,0.09,0.346,0.192,0.112,0.362,0.206,0.38,0.176,0.104
603,5.521555881365045,8.444582036364988,7.000147952273232,5.79,8.234,6.628,0.914,0.6,0.512,0.09,0.34,0.2,0.112,0.348,0.212,0.382,0.15,0.106
604,5.680324927906009,8.410169719546884,7.0413482041317925,5.732,8.352,6.472,0.894,0.588,0.518,0.09,0.33,0.184,0.112,0.356,0.18,0.37,0.12,0.108
605,5.479884785289756,8.452255796805353,6.976759233810608,5.722,8.194,6.45,0.93,0.626,0.54,0.09,0.332,0.18,0.112,0.348,0.194,0.382,0.156,0.128
606,5.581088891612758,8.521438276856264,7.133043532035461,5.676,8.26,6.482,0.904,0.566,0.54,0.09,0.326,0.188,0.112,0.36,0.188,0.368,0.116,0.098
607,5.586464331132834,8.45148817670502,7.031141725787257,5.824,8.176,6.44,0.924,0.614,0.54,0.09,0.34,0.184,0.112,0.364,0.174,0.374,0.172,0.112
608,5.59669744069586,8.373155983477405,6.83172822623435,5.742,8.248,6.488,0.908,0.616,0.55,0.09,0.332,0.214,0.112,0.374,0.166,0.374,0.148,0.096
609,5.543586467448888,8.476863954486914,6.843938692170812,5.732,8.316,6.296,0.914,0.608,0.536,0.09,0.326,0.164,0.112,0.366,0.156,0.372,0.192,0.12
610,5.5767131845622915,8.494410122733186,7.072849108683237,5.808,8.222,6.494,0.954,0.616,0.506,0.09,0.326,0.168,0.112,0.36,0.162,0.38,0.17,0.126
611,5.648126633794325,8.445318868957331,7.095602055638568,5.792,8.278,6.472,0.926,0.614,0.53,0.09,0.33,0.194,0.112,0.374,0.178,0.368,0.168,0.124
612,5.558761658882647,8.499051860916056,7.186493371276199,5.736,8.23,6.62,0.902,0.594,0.544,0.09,0.338,0.21,0.112,0.354,0.162,0.382,0.168,0.112
613,5.555494254858686,8.517282327029339,6.907560491046575,5.908,8.164,6.538,0.92,0.616,0.528,0.09,0.326,0.212,0.112,0.358,0.166,0.374,0.158,0.122
614,5.519860573814904,8.517192896624115,7.027626672344929,5.78,8.272,6.594,0.934,0.616,0.486,0.09,0.35,0.228,0.112,0.354,0.19,0.378,0.164,0.116
615,5.612977707906468,8.401071848639713,6.945943276427134,5.912,8.186,6.428,0.938,0.596,0.516,0.09,0.32,0.174,0.112,0.36,0.16,0.376,0.16,0.1
616,5.5658983622803815,8.487439173113351,6.991923385117792,5.836,8.116,6.518,0.926,0.596,0.502,0.09,0.334,0.196,0.112,0.36,0.22,0.374,0.13,0.086
617,5.579473773057649,8.455500684357432,6.935967169603486,5.762,8.214,6.652,0.912,0.602,0.482,0.09,0.334,0.17,0.112,0.354,0.21,0.376,0.166,0.08
618,5.553158643692333,8.41388364060436,7.038473228727881,5.768,8.194,6.468,0.91,0.612,0.49,0.09,0.324,0.178,0.112,0.368,0.17,0.378,0.152,0.106
619,5.577392939088576,8.478092379818287,7.112070037868043,5.706,8.148,6.448,0.924,0.576,0.53,0.09,0.336,0.206,0.112,0.366,0.164,0.37,0.166,0.108
620,5.648158699054587,8.408793730281227,7.094670195363983,5.784,8.3,6.384,0.934,0.604,0.55,0.09,0.324,0.18,0.112,0.356,0.196,0.37,0.148,0.106
621,5.615975810476934,8.474074470900884,7.115922640596731,5.892,8.306,6.636,0.92,0.624,0.558,0.09,0.346,0.206,0.112,0.366,0.21,0.368,0.154,0.124
622,5.639178449989357,8.389477169747154,7.2198454573010284,5.738,8.26,6.648,0.924,0.606,0.5,0.09,0.332,0.218,0.112,0.366,0.21,0.376,0.152,0.13
623,5.5539866383113505,8.455882694863693,6.844107216371167,5.784,8.29,6.516,0.92,0.604,0.52,0.09,0.336,0.174,0.112,0.364,0.162,0.374,0.144,0.118
624,5.551670199328338,8.467971286859685,6.7967425914758595,5.838,8.25,6.422,0.916,0.588,0.504,0.09,0.336,0.172,0.112,0.36,0.17,0.378,0.152,0.084
625,5.638334211750989,8.386199156158607,7.01263586812057,5.786,8.242,6.584,0.912,0.63,0.504,0.09,0.33,0.2,0.112,0.386,0.178,0.372,0.18,0.114
626,5.594766968515759,8.328923979902074,7.058188127973372,5.8,8.218,6.55,0.928,0.606,0.536,0.09,0.322,0.192,0.112,0.372,0.204,0.366,0.156,0.116
627,5.569694957454362,8.437427215012496,7.111211085411531,5.71,8.214,6.25,0.944,0.604,0.52,0.09,0.334,0.206,0.112,0.368,0.164,0.384,0.206,0.118
628,5.611229771691479,8.379397748756858,6.939683764526555,5.762,8.224,6.58,0.928,0.628,0.514,0.09,0.334,0.176,0.112,0.36,0.202,0.376,0.172,0.102
629,5.550073765135451,8.586852521038296,6.939258791557082,5.752,8.3,6.512,0.902,0.584,0.526,0.09,0.338,0.178,0.112,0.372,0.178,0.382,0.126,0.118
630,5.506510000481955,8.48100136599798,6.902337160806001,5.844,8.404,6.574,0.912,0.63,0.48,0.09,0.336,0.19,0.112,0.362,0.184,0.374,0.162,0.1
631,5.541661606793965,8.426478101071547,7.263297055047983,5.878,8.288,6.432,0.912,0.634,0.534,0.09,0.342,0.206,0.112,0.364,0.156,0.374,0.144,0.124
632,5.5472074926749455,8.411969924642264,7.065760941879324,5.87,8.28,6.512,0.912,0.636,0.526,0.09,0.33,0.202,0.112,0.372,0.184,0.378,0.158,0.104
633,5.6334358078945135,8.385855835713695,6.733090928078769,5.778,8.25,6.378,0.936,0.578,0.508,0.09,0.326,0.154,0.112,0.374,0.19,0.374,0.174,0.118
634,5.594681673941965,8.461674037644391,7.117916011468676,5.746,8.33,6.386,0.91,0.646,0.522,0.09,0.346,0.198,0.112,0.376,0.186,0.37,0.16,0.092
635,5.597553597642927,8.495854127139712,6.8670809579497885,5.732,8.218,6.238,0.908,0.62,0.502,0.09,0.342,0.172,0.112,0.362,0.17,0.374,0.204,0.082
636,5.498702461158934,8.595874615007174,6.968844306933284,5.784,8.344,6.538,0.928,0.588,0.568,0.09,0.354,0.226,0.112,0.366,0.19,0.378,0.114,0.146
637,5.628618894685958,8.58546654199039,6.835921030985935,5.852,8.288,6.422,0.904,0.632,0.5,0.09,0.348,0.186,0.112,0.362,0.168,0.38,0.152,0.112
638,5.635133625390549,8.426723409293812,6.892800122230322,5.846,8.278,6.476,0.908,0.648,0.542,0.09,0.348,0.184,0.112,0.356,0.204,0.366,0.15,0.106
639,5.643884708063726,8.4054298022123,6.979004603735335,5.902,8.192,6.372,0.916,0.606,0.526,0.09,0.34,0.194,0.112,0.348,0.172,0.374,0.15,0.108
640,5.599441266792886,8.444347686772774,7.044553258751063,5.762,8.312,6.502,0.92,0.614,0.528,0.09,0.33,0.188,0.112,0.374,0.192,0.364,0.162,0.13
641,5.537418047329873,8.472845932633359,7.069390128712683,5.838,8.19,6.604,0.922,0.628,0.476,0.09,0.34,0.208,0.112,0.366,0.176,0.372,0.12,0.116
642,5.629429181344084,8.414878917235729,6.987519606409788,5.736,8.24,6.62,0.922,0.57,0.526,0.09,0.334,0.172,0.112,0.366,0.188,0.382,0.134,0.1
643,5.574400757756605,8.413193234570622,7.04744186479323,5.782,8.282,6.456,0.888,0.618,0.486,0.09,0.33,0.22,0.112,0.382,0.19,0.372,0.172,0.11
644,5.616198396683677,8.439911707218041,6.974862133825651,5.712,8.342,6.646,0.926,0.636,0.478,0.09,0.344,0.188,0.112,0.378,0.192,0.374,0.194,0.122
645,5.580376897751958,8.451872316312617,6.993297711648883,5.822,8.254,6.568,0.936,0.588,0.496,0.09,0.34,0.204,0.112,0.368,0.188,0.376,0.152,0.092
646,5.564543114330634,8.463467795171102,6.908312261769868,5.83,8.342,6.61,0.934,0.576,0.5,0.09,0.342,0.218,0.112,0.382,0.206,0.382,0.134,0.1
647,5.568145206163595,8.51201533609156,6.957126557550744,5.758,8.188,6.408,0.936,0.638,0.488,0.09,0.348,0.22,0.112,0.364,0.214,0.37,0.166,0.09
648,5.510642100942092,8.403754451184371,6.90932872522726,5.866,8.256,6.63,0.926,0.65,0.516,0.09,0.344,0.164,0.112,0.364,0.186,0.362,0.178,0.096
649,5.644827017447353,8.531794832580191,7.0140683115982165,5.69,8.258,6.59,0.92,0.564,0.548,0.09,0.34,0.2,0.112,0.364,0.156,0.378,0.184,0.126
650,5.584460417783925,8.484764132514853,6.961083020802326,5.858,8.218,6.354,0.936,0.624,0.518,0.09,0.344,0.178,0.112,0.376,0.166,0.378,0.146,0.114
651,5.577045278857389,8.530469277466667,7.028528352176596,5.804,8.28,6.556,0.922,0.582,0.518,0.09,0.336,0.188,0.112,0.36,0.17,0.366,0.166,0.122
652,5.574955115225549,8.479888209433522,6.982690415192106,5.91,8.278,6.378,0.926,0.61,0.534,0.09,0.348,0.166,0.112,0.376,0.154,0.372,0.158,0.09
653,5.594352913256678,8.539950301554365,7.136624873471994,5.766,8.262,6.494,0.928,0.608,0.502,0.09,0.346,0.192,0.112,0.36,0.196,0.374,0.132,0.094
654,5.611401575358698,8.464949256086673,6.889811176704594,5.794,8.256,6.518,0.922,0.61,0.524,0.09,0.356,0.184,0.112,0.376,0.17,0.374,0.158,0.118
655,5.452511365051899,8.510565582315598,6.981677634736214,5.844,8.332,6.428,0.902,0.592,0.542,0.09,0.332,0.202,0.112,0.36,0.2,0.378,0.142,0.106
656,5.507318616035072,8.478849810099739,6.94832065073495,5.732,8.248,6.656,0.914,0.622,0.542,0.09,0.352,0.188,0.112,0.37,0.174,0.382,0.142,0.1
657,5.518213600093955,8.46837213837899,6.98673381668517,5.778,8.212,6.318,0.922,0.632,0.516,0.09,0.334,0.192,0.112,0.36,0.144,0.36,0.164,0.098
658,5.597919050345197,8.445654863480206,6.904114753993367,5.72,8.116,6.646,0.916,0.572,0.524,0.09,0.35,0.2,0.112,0.374,0.206,0.378,0.162,0.116
659,5.593964331966937,8.485345939490319,7.0687241729493655,5.728,8.158,6.522,0.916,0.568,0.514,0.09,0.342,0.188,0.112,0.374,0.186,0.376,0.174,0.124
660,5.613075569981816,8.372336672595024,7.1845641537655265,5.798,8.218,6.408,0.904,0.58,0.542,0.09,0.34,0.194,0.112,0.376,0.176,0.374,0.144,0.104
661,5.658884678228548,8.50502345235413,7.005565469838534,5.658,8.208,6.614,0.896,0.606,0.504,0.09,0.348,0.206,0.112,0.356,0.21,0.376,0.158,0.092
662,5.588595197378418,8.401177784157937,6.942880476155074,5.798,8.292,6.464,0.908,0.624,0.528,0.09,0.368,0.168,0.112,0.364,0.142,0.374,0.154,0.1
663,5.581315414866024,8.460702440302168,6.960060828044962,5.734,8.24,6.394,0.916,0.566,0.514,0.09,0.334,0.236,0.112,0.362,0.172,0.37,0.134,0.104
664,5.56420766063053,8.53012381577235,6.98684609833576,5.692,8.242,6.592,0.922,0.616,0.538,0.09,0.34,0.214,0.112,0.366,0.198,0.372,0.156,0.114
665,5.575096772201625,8.529085524964097,6.693380080343751,5.8,8.23,6.588,0.938,0.576,0.536,0.09,0.354,0.152,0.112,0.368,0.19,0.376,0.116,0.106
666,5.534656167342095,8.5393044126358,7.091237398185907,5.876,8.27,6.41,0.906,0.61,0.528,0.09,0.354,0.19,0.112,0.358,0.198,0.378,0.146,0.094
667,5.495447091261113,8.512963986251275,6.798134983207332,5.712,8.292,6.42,0.934,0.622,0.48,0.09,0.35,0.162,0.112,0.372,0.196,0.374,0.166,0.094
668,5.5834946666595435,8.503686187217891,7.063871760673383,5.824,8.222,6.414,0.904,0.594,0.538,0.09,0.346,0.202,0.112,0.372,0.172,0.378,0.16,0.114
669,5.71527405885239,8.4432823321778,6.853855690586494,5.764,8.284,6.51,0.92,0.602,0.53,0.09,0.336,0.176,0.112,0.366,0.164,0.378,0.178,0.12
670,5.572136740881347,8.512449701545027,6.993113316192995,5.744,8.302,6.298,0.898,0.618,0.522,0.09,0.35,0.196,0.112,0.382,0.152,0.366,0.15,0.112
671,5.568757173542997,8.511677520000934,6.9565989662331305,5.832,8.392,6.494,0.912,0.598,0.484,0.09,0.35,0.194,0.112,0.372,0.212,0.386,0.134,0.096
672,5.549474242407655,8.454374585100927,7.008256694514398,5.776,8.286,6.498,0.936,0.624,0.48,0.09,0.348,0.212,0.112,0.374,0.186,0.37,0.162,0.08
673,5.5868795076686375,8.446844580070962,7.016399929063276,5.786,8.308,6.644,0.938,0.588,0.524,0.09,0.348,0.2,0.112,0.368,0.19,0.38,0.152,0.102
674,5.599170230041762,8.46247471340146,7.0748540048605735,5.742,8.382,6.484,0.916,0.61,0.564,0.09,0.342,0.176,0.112,0.388,0.194,0.374,0.146,0.13
675,5.56172714003861,8.556450618011214,6.955076167451253,5.788,8.236,6.52,0.926,0.626,0.498,0.09,0.33,0.184,0.112,0.364,0.214,0.382,0.152,0.086
676,5.485577968957824,8.493238146471247,7.137511560180057,5.78,8.166,6.426,0.91,0.6,0.48,0.09,0.342,0.17,0.112,0.374,0.202,0.38,0.168,0.082
677,5.538246901390298,8.501203215436911,7.042486981449779,5.678,8.286,6.642,0.918,0.576,0.504,0.09,0.346,0.202,0.112,0.366,0.198,0.38,0.152,0.104
678,5.601400359869603,8.488283825822379,7.137131984478782,5.746,8.26,6.436,0.93,0.636,0.532,0.09,0.348,0.226,0.112,0.37,0.188,0.38,0.14,0.116
679,5.564246368619857,8.40562295112375,6.951077855097289,5.756,8.312,6.396,0.922,0.618,0.55,0.09,0.35,0.186,0.112,0.364,0.176,0.37,0.146,0.108
680,5.6190523364445255,8.444620803627213,6.940329795854937,5.842,8.334,6.384,0.93,0.626,0.58,0.09,0.342,0.166,0.112,0.384,0.158,0.378,0.156,0.12
681,5.528500763471362,8.5032560938129,7.0641695131502535,5.834,8.308,6.478,0.906,0.614,0.54,0.09,0.354,0.198,0.112,0.364,0.204,0.376,0.162,0.098
682,5.6197606669924465,8.556187595110647,6.945026257100839,5.81,8.176,6.408,0.914,0.644,0.476,0.09,0.352,0.19,0.112,0.358,0.204,0.382,0.184,0.092
683,5.50719233738242,8.624928974201241,7.191458025046511,5.808,8.256,6.42,0.918,0.614,0.552,0.09,0.368,0.192,0.112,0.364,0.18,0.38,0.154,0.126
684,5.581818609475708,8.431662700392897,7.015230756194541,5.812,8.254,6.382,0.908,0.592,0.518,0.09,0.352,0.21,0.112,0.394,0.168,0.378,0.152,0.106
685,5.56589344005337,8.604303748046904,7.057654561274145,5.796,8.294,6.6,0.944,0.59,0.492,0.09,0.35,0.212,0.112,0.364,0.168,0.38,0.156,0.112
686,5.616721871247457,8.471305816977136,7.086504459472925,5.74,8.304,6.506,0.94,0.608,0.546,0.09,0.346,0.194,0.112,0.374,0.174,0.378,0.124,0.108
687,5.619815630923034,8.534594454586582,6.974768418099001,5.778,8.228,6.592,0.912,0.596,0.516,0.09,0.354,0.206,0.112,0.374,0.164,0.382,0.144,0.116
688,5.6051476664788815,8.44591651180171,6.941512287585192,5.832,8.314,6.562,0.934,0.574,0.516,0.09,0.37,0.182,0.112,0.372,0.216,0.388,0.15,0.106
689,5.571082473727611,8.480294279917228,7.080789561921164,5.816,8.298,6.514,0.898,0.606,0.544,0.09,0.344,0.208,0.112,0.368,0.186,0.376,0.12,0.124
690,5.481086905224298,8.509843643362405,7.099314095765161,5.758,8.292,6.656,0.918,0.612,0.48,0.09,0.338,0.17,0.112,0.36,0.21,0.386,0.156,0.096
691,5.563153433681599,8.497148125151975,7.141795199559073,5.904,8.282,6.404,0.928,0.632,0.524,0.09,0.374,0.182,0.112,0.366,0.18,0.374,0.144,0.092
692,5.485254248131775,8.399588236034452,6.801504419036939,5.786,8.248,6.5,0.914,0.594,0.562,0.09,0.35,0.172,0.112,0.37,0.194,0.38,0.122,0.112
693,5.505264137206804,8.46635650961606,7.089016629171841,5.754,8.174,6.306,0.906,0.588,0.52,0.09,0.356,0.2,0.112,0.378,0.178,0.38,0.16,0.108
694,5.5374560328142985,8.480257801921006,6.881365614348387,5.68,8.174,6.6,0.93,0.624,0.558,0.09,0.338,0.178,0.112,0.378,0.182,0.376,0.15,0.11
695,5.544651283762728,8.466916668458545,6.980103904554869,5.736,8.23,6.652,0.912,0.59,0.502,0.09,0.356,0.182,0.112,0.358,0.24,0.37,0.174,0.09
696,5.508726271038477,8.436189913857271,6.859869025749884,5.772,8.356,6.506,0.918,0.654,0.494,0.09,0.368,0.176,0.112,0.376,0.196,0.374,0.148,0.124
697,5.655385370425806,8.472515235276868,7.077985256581606,5.778,8.286,6.574,0.9,0.572,0.49,0.09,0.366,0.218,0.112,0.38,0.192,0.378,0.148,0.096
698,5.6511433403732125,8.572046877120258,6.922670790136418,5.816,8.312,6.566,0.932,0.614,0.57,0.09,0.362,0.188,0.112,0.362,0.188,0.38,0.17,0.112
699,5.559740909618385,8.521719924169687,6.982112367837432,5.742,8.274,6.86,0.91,0.652,0.538,0.09,0.356,0.172,0.112,0.392,0.188,0.38,0.168,0.132
700,5.560745271262497,8.444276503428068,6.8915931678129265,5.814,8.318,6.516,0.904,0.628,0.516,0.09,0.348,0.198,0.112,0.382,0.164,0.382,0.16,0.122
701,5.500047481642015,8.5631611008189,6.848259099431172,5.886,8.37,6.534,0.93,0.638,0.544,0.09,0.35,0.2,0.112,0.378,0.162,0.38,0.16,0.118
702,5.6056655685108385,8.464639028534327,7.065175287868721,5.77,8.286,6.39,0.946,0.62,0.49,0.09,0.346,0.178,0.112,0.35,0.182,0.388,0.14,0.1
703,5.531885813028845,8.528397586315284,6.9934220210917495,5.688,8.194,6.598,0.922,0.646,0.522,0.09,0.354,0.182,0.112,0.368,0.2,0.376,0.156,0.094
704,5.519238674109329,8.585675048570797,6.769992496377732,5.792,8.272,6.452,0.91,0.626,0.502,0.09,0.358,0.184,0.112,0.374,0.194,0.37,0.174,0.116
705,5.5494278544164555,8.432190891223078,6.9304723503601755,5.858,8.322,6.56,0.938,0.598,0.5,0.09,0.346,0.182,0.112,0.362,0.22,0.386,0.17,0.12
